Transect,State,Address,Code,Letter,Number,Mouse_ID,Sex,Latitude,Longitude,Dist0,Year,Month,Day,REGion,mtBamH,Zfy2,SRY1,Y,X332,X347,X65,Tsx,Btk,Syap1,Es1,Gpd1,Idh1,Mpi,Np,Sod1,Es1C,Gpd1C,Idh1C,MpiC,NpC,Sod1C,Lab,Days in lab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Epididymis,Seminal_vesicles,Sperm,Dissociated,Defect,Ovaria,Gravid,Taenia,Hymenolepis,Mastophorus,Rodentolepis,Mesocestoides,Capillaria,Trichuris,Heterakis,Aspiculuris,Syphacia,Oxyurids,Ectoparasites,Leptopsylla,segnis,Ctenophthalmus,agyrtes,Ctenophthalmus,assimilis,Nosophyllus,fasciatus,Hystrichopsylla,sp.,HI_NLoci,HI
HZ_BR,D,Danewitz 22,DANE22,SK,2847,SK2847,M,52.7339,13.6664,-9.74,2014,10,8,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,90,100,dd,dd,dd,dd,mm,dd,HZ,1,12.44,74.2,80.7,0.0414,0.0711,0.073,0.0721,0.0141,0.0098,6,19.23,0.4,,,0,,0,0,,,0,0,0,0,0,2,,,,,,,,,,,HI 14,0.1
HZ_BR,D,Danewitz 22,DANE22,SK,2848,SK2848,M,52.7339,13.6664,-9.74,2014,10,8,dom,d,d,,d,d,m,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,15.62,76.6,79.5,0.0485,0.0922,0.0981,0.0952,0.0184,0.101,19.8,23.4,0.136,,,0,,0,0,,,0,0,0,0,0,6,,,,,,,,,,,HI 14,0.05
HZ_BR,D,Neurüdnitz,NEUR14,SK,2849,SK2849,F,52.7914,14.1825,25.59,2014,10,8,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,100,120,70,80,mm,mm,dd,mm,mm,mm,HZ,1,21.23,87.5,82.3,0.0878,,,,,,,,,0.0197,B+,0,,0,0,,,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.88
HZ_BR,D,Zäckericker Loose,ZACK20,SK,2850,SK2850,F,52.7883,14.2408,29.5,2014,10,8,mus,d,,,,mm,mm,mm,dm,mm,mm,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,1,1,21.81,87.9,77.4,0.0608,,,,,,,,,0.0152,B-,0,,0,0,,,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.92
HZ_BR,D,Brunn 3,BRUNN3,SK,2890,SK2890,F,52.9086,12.5269,-51.05,2014,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,8.44,61.7,71,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Danewitz 22,DANE22,SK,2892,SK2892,F,52.7339,13.6664,-9.74,2014,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,90,100,dd,dd,dd,dd,mm,dd,HZ,0,8.9,62.3,71,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.08
HZ_BR,D,Danewitz 22,DANE22,SK,2893,SK2893,M,52.7339,13.6664,-9.74,2014,10,8,dom,d,,,,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,8.78,61,67.9,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Neurüdnitz,NEUR14,SK,2894,SK2894,F,52.7914,14.1825,25.59,2014,10,8,mus,m,,,,mm,mm,mm,mm,mm,mm,100,95,100/125,120,70/90,80,mm,mm,dm,mm,mm,mm,HZ,0,7.24,61.4,64,,,,,,,,,,,B-,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.96
HZ_BR,D,Zäckericker Loose,ZACK20,SK,2895,SK2895,F,52.7883,14.2408,29.5,2014,10,8,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,70/100,80/100,mm,mm,mm,mm,dm,dm,0,0,12.16,77,68.3,,,,,,,,,,,B-,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.88
HZ_BR,D,Schmachtenhagen,SCHM1,SK,2896,SK2896,F,52.7886,13.345,-23.26,2014,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,7.42,60.7,69.7,,,,,,,,,,,B-,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2897,SK2897,F,52.8367,14.1189,22.57,2014,10,9,mus,d,,,,mm,dm,,dd,mm,mm,100,95,100/125,120,90,100,mm,mm,dm,mm,mm,dd,HZ,0,7.52,63.8,70,,,,,,,,,,,B-,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 12,0.6956521739
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2898,SK2898,F,52.8367,14.1189,22.57,2014,10,9,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,0,10.54,65.9,70.2,,,,,,,,,,,B-,0,,,,,,,,,,,NA,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2899,SK2899,M,52.8367,14.1189,22.57,2014,10,9,mus,d,m,,m,m,m,m,d,m,m,100,95,100/125,120,70/100,100,mm,mm,dm,mm,dm,dd,HZ,0,9.51,64.1,66.9,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.7
HZ_BR,D,Althüttendorf,ALTHU7,SK,2900,SK2900,F,52.9625,13.8089,12.78,2014,10,10,mus,m,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,0,11.84,70.4,62.3,,,,,,,,,,,B-,0,,0,0,,,,,,,,3,,,,,,,,,,,HI 13,1
HZ_BR,D,Briesen 22,BRIES,SK,2903,SK2903,F,52.3108,14.2492,24.37,2013,7,30,mus,,,,,,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 1,0
HZ_BR,D,Briesen 22,BRIES,SK,2904,SK2904,M,52.3108,14.2492,24.37,2013,9,4,mus,,m,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 1,1
HZ_BR,D,Neurüdnitz,NEUR14,SK,2905,SK2905,M,52.7914,14.1825,25.59,2014,10,8,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,70/100,80,mm,mm,mm,mm,dm,mm,HZ,1,20.38,85.6,79.1,0.0882,0.0887,0.0922,0.0905,0.0269,0.2247,37,21,0.036,,,0,,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.9
HZ_BR,D,Zäckericker Loose,ZACK20,SK,2906,SK2906,F,52.7883,14.2408,29.5,2014,10,8,mus,d,,,,mm,mm,mm,dm,mm,mm,94/100,95,125,100/120,70,100,dm,mm,mm,dm,mm,dd,1,1,15.99,81.8,73.9,0.0623,,,,,,,,,0.0053,B+,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.76
HZ_BR,D,Zäckericker Loose,ZACK20,SK,2907,SK2907,F,52.7883,14.2408,29.5,2014,10,8,mus,d,,,,mm,mm,mm,dm,mm,mm,100,95,125,100/120,70/100,100,mm,mm,mm,dm,dm,dd,1,1,16.01,78.9,70.1,0.086,,,,,,,,,0.0064,B+,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.76
HZ_BR,D,Rüdnitz 21,RUDN21,SK,2908,SK2908,F,52.7169,13.64,-11.73,2014,10,8,dom,d,,,,dd,mm,dd,dd,dd,dd,94/100,100,100,100,70/90,100,dm,dd,dd,dd,mm,dd,HZ,1,11.63,67.5,70,0.0258,,,,,,,,,0.0034,B-,0,,0,0,,,2,0,0,0,0,1,,,,,,,,,,,HI 13,0.2
HZ_BR,D,Flieth,FLIE28,SK,2909,SK2909,F,53.1611,13.8153,28.57,2014,10,8,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.32,81.3,84.2,0.037,,,,,,,,,0.0037,B-,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.92
HZ_BR,D,Flieth,FLIE28,SK,2910,SK2910,F,53.1611,13.8153,28.57,2014,10,8,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,14.41,78.9,85,0.0363,,,,,,,,,0.0026,B-,0,,0,0,,,0,1,0,0,0,1,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Joachimstahl 11,JOACH11,SK,2911,SK2911,F,52.9789,13.7328,10.07,2014,10,8,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,100,100,mm,mm,mm,mm,dd,dd,HZ,1,20.03,82.1,72.7,0.0389,,,,,,,,,0.0147,B+,0,0,0,0,0,0,9,0,0,0,0,1,,,,,,,,,,,HI 13,0.72
HZ_BR,D,Joachimstahl 11,JOACH11,SK,2912,SK2912,F,52.9789,13.7328,10.07,2014,10,8,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70,100,mm,mm,mm,mm,mm,dd,HZ,1,15.32,79.3,82.3,0.0181,,,,,,,,,0.0066,B-,0,0,0,0,0,0,5,0,0,0,0,3,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2913,SK2913,M,52.8367,14.1189,22.57,2014,10,9,mus,d,m,,m,m,m,m,d,m,m,100,95,100/125,120,70/90,100,mm,mm,dm,mm,mm,dd,HZ,1,12.36,70.7,66.2,0.0288,0.0499,0.0498,0.0499,0.0159,0.0854,16.9,17.5,0.055,,,0,,0,0,,,0,0,0,0,0,1,,,,,,,,,,,HI 14,0.75
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2914,SK2914,M,52.8367,14.1189,22.57,2014,10,9,mus,d,m,,m,m,m,m,d,m,m,100,95,100/125,120,90,100,mm,mm,dm,mm,mm,dd,HZ,1,10.08,65.6,65.1,0.0243,0.0261,0.027,0.0266,0.0043,0.0064,,,,,,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.75
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2915,SK2915,F,52.8367,14.1189,22.57,2014,10,9,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,,,,100,mm,mm,,,,dd,HZ,1,19.03,81.5,73.9,0.0442,,,,,,,,,0.0128,B+,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 10,0.8421052632
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,2916,SK2916,F,52.8367,14.1189,22.57,2014,10,9,mus,d,,,,mm,mm,mm,dm,mm,mm,100,95,125,120,100,100,mm,mm,mm,mm,dd,dd,HZ,1,19.84,84.7,79.7,0.023,,,,,,,,,0.0138,B-,0,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.76
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,2917,SK2917,M,52.9008,13.1972,-20.99,2014,10,9,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,17.89,81,88.9,0.0218,0.0927,0.0943,0.0935,0.0307,0.1477,47.8,18.97,0.021,,,0,,0,0,,,0,0,0,462,462,0,0,0,0,0,0,0,0,0,0,0,HI 14,0
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,2918,SK2918,M,52.9008,13.1972,-20.99,2014,10,9,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,12.83,72.3,78.5,0.0276,0.0386,0.038,0.0383,0.0084,0.0085,0.7,40,,,,0,,0,0,,,0,0,0,0,0,4,,,,,,,,,,,HI 14,0
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,2919,SK2919,F,52.9008,13.1972,-20.99,2014,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,28.29,87.3,83.9,0.0425,,,,,,,,,0.0148,B-,0,,0,0,,,0,0,0,0,0,1,,,,,,,,,,,HI 13,0
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,2920,SK2920,F,52.9008,13.1972,-20.99,2014,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94,95/100,100,100/120,90,80/100,dd,dm,dd,dm,mm,dm,HZ,1,16.47,80.3,82.7,0.0252,,,,,,,,,0.0108,B-,0,,0,0,,,0,0,0,0,0,4,,,,,,,,,,,HI 13,0.2
HZ_BR,D,Neulöwenberg 9,NEULO9,SK,2921,SK2921,M,52.9008,13.1972,-20.99,2014,10,9,dom,d,d,,d,d,d,d,d,d,d,,,,,,,,,,,,,HZ,1,16.72,76.9,84.2,0.0458,0.0705,0.0708,0.0707,0.0295,0.1603,39.2,15.71,0.127,,,0,,0,0,,,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,HI 8,0
HZ_BR,D,Böckenberg 34,BOCK34,SK,2922,SK2922,M,53.1333,13.755,23.56,2014,10,9,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,70/90,80/100,mm,mm,mm,mm,mm,dm,HZ,0,18.14,82.8,63.8,0.0411,0.0499,0.048,0.049,0.0206,0.1154,25.4,12.1,0.079,,,0,,0,0,,,0,0,0,5,5,1,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Schmachtenhagen,SCHM1,SK,2923,SK2923,F,52.7886,13.345,-23.26,2014,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,16.82,89,NA,0.0332,,,,,,,,,0.006,B-,0,,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Temmen,TEMM,SK,2924,SK2924,M,53.0967,13.7556,20.61,2014,10,9,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,21.59,85.7,76.2,0.0571,0.0429,0.0443,0.0436,0.0178,0.1348,22.2,21.49,0.059,,,0,,0,0,,,0,0,54,21,75,0,0,0,0,0,0,0,0,0,0,0,HI 14,0.9
HZ_BR,D,Lübars,LUEB21,SK,2925,SK2925,F,52.6211,13.3578,-32.15,2014,10,10,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,0,0,13.52,71.5,77.6,0.0307,,,,,,,,,0.0033,B-,0,,0,0,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,HI 13,0
HZ_BR,D,Zehlendorf 21a,ZEHL21,SK,2926,SK2926,F,52.7753,13.3878,-22.37,2014,10,10,dom,d,,,,dm,dm,dm,dm,dm,dm,94,95/100,100/125,100,100,80,dd,dm,dm,dd,dd,mm,HZ,0,14.32,73.5,89.1,0.0446,,,,,,,,,0.0054,B-,0,,0,0,,,0,1,0,0,0,3,,,,,,,,,,,HI 13,0.4
HZ_BR,D,Stegelitz 1,STEG1,SK,2927,SK2927,M,53.1267,13.8433,27.12,2014,10,10,mus,m,m,,m,m,m,m,d,m,m,100,95,125,120,100,80,mm,mm,mm,mm,dd,mm,HZ,0,16.96,76.8,74.7,0.0315,0.0643,0.0645,0.0644,0.0171,0.1431,26.1,14.58,0.071,,,0,,0,0,,,0,0,235,0,235,1,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Stegelitz 1,STEG1,SK,2928,SK2928,F,53.1267,13.8433,27.12,2014,10,10,mus,m,,,,mm,mm,mm,dd,mm,mm,,,,,,,,,,,,,HZ,0,19,77,77.7,0.0601,,,,,,,,,0.018,B+,0,,0,0,,,0,0,57,0,57,0,0,0,0,0,0,0,0,0,0,0,HI 7,0.8461538462
HZ_BR,D,Stegelitz 1,STEG1,SK,2929,SK2929,F,53.1267,13.8433,27.12,2014,10,10,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,0,20.84,88.9,78.1,0.0467,,,,,,,,,0.0196,B-,0,,0,0,,,0,0,236,0,236,2,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Althüttendorf,ALTHU7,SK,2930,SK2930,M,52.9625,13.8089,12.78,2014,10,10,mus,m,m,,m,m,m,m,m,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,0,16.3,78.7,74.8,0.0653,0.0535,0.0549,0.0542,0.0153,0.1532,9.7,10.64,0.269,,,0,,0,0,,,0,,0,7,7,12,,,,,,,,,,,HI 14,1
HZ_BR,D,Althüttendorf,ALTHU7,SK,2931,SK2931,M,52.9625,13.8089,12.78,2014,10,10,mus,m,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,0,16.62,75.3,72.9,0.0695,0.0735,0.0795,0.0765,0.0214,0.1859,31,22.98,0.054,,,0,,0,0,,,0,,21,9,30,11,,,,,,,,,,,HI 14,0.95
HZ_BR,D,Stegelitz 1,STEG1,SK,2932,SK2932,F,53.1267,13.8433,27.12,2014,10,10,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,HZ,0,16.97,85.9,81.9,0.0423,,,,,,,,,0.0141,B-,0,,0,0,,,0,0,376,0,376,5,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Althüttendorf,ALTHU7,SK,2933,SK2933,F,52.9625,13.8089,12.78,2014,10,10,mus,m,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,0,14.47,75.6,73.8,0.0714,,,,,,,,,0.0107,B+,0,,0,0,,,0,,2,0,2,5,,,,,,,,,,,HI 13,1
HZ_BR,D,Althüttendorf,ALTHU7,SK,2934,SK2934,M,52.9625,13.8089,12.78,2014,10,10,mus,m,m,,m,m,m,m,d,m,m,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,0,12.53,71.4,73.7,0.0538,0.043,0.0459,0.0445,0.0104,0.0102,6.1,23.33,0.182,,,0,,0,0,,,0,,3,14,17,6,,,,,,,,,,,HI 14,0.95
HZ_BR,D,Neu-Temmen,NETEM7,SK,2935,SK2935,F,53.0867,13.7756,20.7,2014,10,10,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70/90,80/100,mm,mm,mm,mm,mm,dm,HZ,0,12.95,78.9,75.6,0.0356,,,,,,,,,0.0057,B-,0,,0,0,,,0,,9,0,9,0,0,0,0,0,0,0,0,0,0,0,HI 13,0.84
HZ_BR,D,Bad Freienwalde 45,BADFR45,SK,3091,SK3091,M,52.773,14.066,17.58,2015,10,5,mus,d,m,,m,m,m,m,m,m,m,,95,125,120,90,80,,mm,mm,mm,mm,mm,HZ,1,6.52,55.8,54.8,0.0094,0.0143,0.0162,0.0153,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.9444444444
HZ_BR,D,Croustillier 17,CROU17,SK,3092,SK3092,F,52.7914,14.1161,21.19,2015,10,5,mus,d,,,,mm,mm,mm,dm,mm,mm,94,95,125/155,120,90,100,dd,mm,mm,mm,mm,dd,HZ,1,19.02,86.9,76.9,0.0321,,,,,,,,,0.0201,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Joachimstahl 10,JOACH10,SK,3093,SK3093,M,52.9753,13.7414,10.2,2015,10,5,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,70/90,100,mm,mm,mm,mm,mm,dd,HZ,1,16.32,80.7,79.4,0.0571,0.0742,0.0765,0.0754,0.0187,0.1423,26.8,21.13,0.085,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.8
HZ_BR,D,Joachimstahl 10,JOACH10,SK,3094,SK3094,F,52.9753,13.7414,10.2,2015,10,5,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90/100,100,mm,mm,mm,mm,dm,dd,HZ,1,13.91,73.9,77.6,0.0488,,,,,,,,,0.0104,B+,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Altmädewitz 29,ALTM29,SK,3095,SK3095,M,52.7508,14.1625,23.76,2015,10,6,mus,d,m,,m,m,m,m,m,d,m,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,1,16.25,76.2,77.1,0.0284,0.0693,0.0699,0.0696,0.0198,0.1083,25.9,15.94,0.08,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Altranft 39,ALTR39,SK,3096,SK3096,M,52.7667,14.0817,18.53,2015,10,6,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,70/90,100,mm,mm,mm,mm,mm,dd,HZ,1,13.53,71.6,70.3,0.0446,0.056,0.0581,0.0571,0.0118,0.0318,8.8,18.6,0.163,,,0,0,0,13,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Hammer 8,HAMMER8,SK,3097,SK3097,F,52.8803,13.4383,-11.53,2015,10,6,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,24.14,87.8,93.5,0.0616,,,,,,,,,0.0125,B+,0,0,1,0,0,0,0,0,0,20,20,,,,,,,,,,,,HI 13,0
HZ_BR,D,Letschin 38,LETS38,SK,3098,SK3098,M,52.6506,14.3217,33.27,2015,10,6,mus,d,m,,m,m,m,m,m,m,m,94,95,125,100,70/100,80,dd,mm,mm,dd,dm,mm,HZ,1,10.91,67.6,61.9,0.0228,0.0472,0.0523,0.0498,0.0093,0.0101,6,24.14,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.7
HZ_BR,D,Hammer 18,HAMMER18,SK,3099,SK3099,F,52.8758,13.4411,-11.79,2015,10,6,dom,d,,,,dd,dd,dd,dd,dd,dm,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,14.56,77.4,82.4,0.0361,,,,,,,,,0.0029,B-,0,0,1,0,0,0,0,0,12,0,12,,,,,,,,,,,,HI 13,0.04
HZ_BR,D,Milmersdorfer Chaussee 47,MILMC47,SK,3100,SK3100,F,53.1158,13.595,14.74,2015,10,6,mus,m,,,,mm,mm,mm,dd,mm,dm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,15.63,76.6,81.6,0.038,,,,,,,,,0.0061,B-,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Milmersdorfer Chaussee 47,MILMC47,SK,3101,SK3101,F,53.1158,13.595,14.74,2015,10,6,mus,m,,,,mm,mm,mm,dm,mm,dm,100,95,100/125,120,90/100,80,mm,mm,dm,mm,dm,mm,HZ,1,12.71,73.1,76.9,0.0186,,,,,,,,,,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Milmersdorfer Chaussee 47,MILMC47,SK,3102,SK3102,F,53.1158,13.595,14.74,2015,10,6,mus,m,,,,mm,mm,mm,dm,mm,dm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,14.67,74.5,,0.0172,,,,,,,,,0.0036,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Storkow 17,STORK17,SK,3103,SK3103,M,53.0478,13.4458,2.38,2015,10,7,dom,d,m,,m,m,m,m,d,m,m,94,95/100,100/125,120,100,100,dd,dm,dm,mm,dd,dd,HZ,1,16.53,76,70.1,0.0311,0.0619,0.065,0.0635,0.016,0.0916,22.4,21.49,0.059,,,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,HI 14,0.5
HZ_BR,D,Neugaul 21,NEUG21,SK,3104,SK3104,M,52.7547,14.1206,21.01,2015,10,7,mus,d,m,,m,m,m,m,m,m,m,100,100,125,120,70/90,80,mm,dd,mm,mm,mm,mm,HZ,1,20.46,84,73.4,0.0327,0.0907,0.0888,0.0898,0.0269,0.2089,52.4,14.9,0.047,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Albertshof 4,ALBER4,SK,3105,SK3105,F,53.1478,13.4542,10.85,2015,10,7,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,1,17.81,85,75,0.0471,,,,,,,,,0.0095,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Storkow 17,STORK17,SK,3106,SK3106,F,53.0478,13.4458,2.38,2015,10,7,dom,d,,,,mm,mm,mm,dd,mm,mm,100,95,100,120,90,80,mm,mm,dd,mm,mm,mm,HZ,1,18.26,89.2,77.9,0.0444,,,,,,,,,0.013,B-,0,0,0,0,0,0,0,0,3,100,103,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Zehlendorf 1,ZEHL1,SK,3107,SK3107,M,52.7969,13.3994,-20.06,2015,10,7,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,16.11,75.8,86.3,0.0266,0.0768,0.0765,0.0767,0.0237,0.1446,41.9,13.37,0.053,,,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,,,,HI 14,0
HZ_BR,D,Neugaul 21,NEUG21,SK,3108,SK3108,F,52.7547,14.1206,21.01,2015,10,7,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,1,19.03,86.5,83.9,0.0494,,,,,,,,,0.0158,B+,0,0,0,0,0,0,0,0,5,0,5,,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Schiffmühle 29,SCHIFF29,SK,3109,SK3109,F,52.8092,14.0569,17.65,2015,10,7,dom,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,1,8.64,61.2,63.1,0.0235,,,,,,,,,0.0018,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3110,SK3110,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,m,100,95/100,125,120,90,80,mm,dm,mm,mm,mm,mm,HZ,1,9.8,63.8,67.7,0.0369,0.0481,0.0508,0.0495,0.0067,0.0083,5,44.44,0.148,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3111,SK3111,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,d,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.96,78.8,78.2,0.0248,0.0657,0.0705,0.0681,0.0166,0.1158,24,18.18,0.076,,,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,HI 14,0.9
